,continent,mortality_rate
235,Africa,9.290000152587892
236,Africa,8.80999984741211
237,Africa,8.40999984741211
238,Africa,8.05999984741211
239,Africa,7.730000305175782
240,Africa,7.419999694824219
241,Africa,7.15
242,North America,8.630000305175782
243,North America,8.030000305175781
244,North America,7.390000152587891
245,North America,6.730000305175782
246,North America,6.079999923706055
247,North America,5.45
248,North America,4.8599998474121096
249,North America,4.340000152587891
250,North America,3.879999923706055
251,North America,3.490000152587891
252,North America,3.1700000762939453
253,North America,2.9000000000000004
254,North America,2.689999961853028
255,North America,2.510000038146973
256,North America,2.35
257,North America,2.2100000381469727
258,North America,2.0799999237060547
259,North America,1.95
260,North America,1.829999923706055
261,North America,1.7299999237060548
262,North America,1.6299999237060547
263,North America,1.55
264,North America,1.4800000190734863
265,North America,1.4300000190734865
266,North America,1.3899999618530274
267,North America,1.3699999809265138
268,North America,1.3600000381469728
269,North America,1.35
270,North America,1.3600000381469728
271,North America,1.3699999809265138
272,North America,1.4
273,North America,1.4300000190734865
274,North America,1.4600000381469729
275,North America,1.5
276,North America,1.5300000190734864
277,North America,1.5600000381469727
278,North America,1.5899999618530274
279,North America,1.6
280,North America,1.5899999618530274
281,North America,1.5800000190734864
282,North America,1.55
283,North America,1.5100000381469727
284,North America,1.4600000381469729
285,North America,1.4100000381469728
286,North America,1.35
287,North America,1.2899999618530271
288,North America,1.2300000190734863
289,North America,1.1699999809265138
290,North America,1.1100000381469728
291,North America,1.0600000381469727
292,North America,1.0
293,North America,0.95
294,North America,0.9
295,North America,0.8500000000000001
296,North America,0.8100000381469727
297,North America,0.7800000190734864
298,North America,0.7400000095367432
299,North America,0.7099999904632569
300,North America,0.6900000095367432
301,North America,0.6599999904632569
302,North America,0.6400000095367432
303,South America,7.25
304,South America,7.169999694824219
305,South America,7.080000305175782
306,South America,6.969999694824219
307,South America,6.819999694824219
308,South America,6.6099998474121096
309,South America,6.329999923706055
310,South America,5.979999923706055
311,South America,5.570000076293946
312,South America,5.1200000762939455
313,South America,4.679999923706055
314,South America,4.279999923706055
315,South America,3.9400001525878903
316,South America,3.659999847412109
317,South America,3.4200000762939453
318,South America,3.2099998474121096
319,South America,3.0600000381469727
320,South America,2.9600000381469727
321,South America,2.910000038146973
322,South America,2.8899999618530274
323,South America,2.879999923706055
324,South America,2.860000038146973
325,South America,2.8100000381469727
326,South America,2.729999923706055
327,South America,2.629999923706055
328,South America,2.5200000762939454
329,South America,2.410000038146973
330,South America,2.3100000381469727
331,South America,2.2100000381469727
332,South America,2.120000076293945
333,South America,2.039999961853028
334,South America,1.9600000381469729
335,South America,1.8899999618530277
336,South America,1.829999923706055
337,South America,1.7700000762939454
338,South America,1.7100000381469729
339,South America,1.65
340,South America,1.6100000381469728
341,South America,1.5699999809265135
342,South America,1.5300000190734864
343,South America,1.4899999618530275
344,South America,1.4500000000000002
345,South America,1.3899999618530274
346,South America,1.3300000190734864
347,South America,1.2699999809265137
348,South America,1.2100000381469729
349,South America,1.15
350,South America,1.0899999618530274
351,South America,1.0300000190734864
352,South America,0.9699999809265136
353,South America,0.9100000381469728
354,South America,0.8600000381469727
355,Asia,8.70999984741211
356,Asia,8.35999984741211
357,Asia,8.01999969482422
358,Asia,7.690000152587891
359,Asia,7.3699996948242195
360,Asia,7.080000305175782
361,Asia,6.790000152587891
362,Asia,6.519999694824219
363,Asia,6.25999984741211
364,Asia,6.020000076293946
365,Asia,5.779999923706055
366,Asia,5.55999984741211
367,Asia,9.26999969482422
368,Asia,5.1200000762939455
369,Asia,4.909999847412109
370,Asia,4.7
371,Asia,4.490000152587891
372,Asia,4.290000152587891
373,Asia,4.090000152587891
374,Asia,3.9
375,Asia,3.7200000762939456
376,Asia,3.540000152587891
377,Asia,3.379999923706055
378,Asia,3.2099998474121096
379,Asia,3.0600000381469727
380,Asia,2.910000038146973
381,Asia,2.7700000762939454
382,Asia,2.629999923706055
383,Asia,2.5
384,Asia,2.370000076293945
385,Asia,2.25
386,Asia,2.1399999618530274
387,Asia,2.029999923706055
388,Asia,1.920000076293945
389,Asia,1.829999923706055
390,Asia,1.7299999237060548
391,Asia,1.6399999618530274
392,Asia,1.5600000381469727
393,Asia,1.4800000190734863
394,Asia,1.4100000381469728
395,Asia,1.3399999618530274
396,Asia,1.2699999809265137
397,Asia,1.2100000381469729
398,Asia,1.15
399,Asia,1.0899999618530274
400,Oceania,2.4899999618530275
401,Oceania,2.4299999237060548
402,Oceania,2.370000076293945
403,Oceania,2.320000076293945
404,Oceania,2.2700000762939454
405,Oceania,2.2299999237060546
406,Oceania,2.2100000381469727
407,Oceania,2.2
408,Oceania,2.1899999618530277
409,Oceania,2.1700000762939453
410,Oceania,2.15
411,Oceania,2.1
412,Oceania,2.029999923706055
413,Oceania,1.9399999618530277
414,Oceania,1.8399999618530276
415,Oceania,1.7299999237060548
416,Oceania,1.6200000762939455
417,Oceania,1.5199999809265137
418,Oceania,1.4399999618530277
419,Oceania,1.3600000381469728
420,Oceania,1.3
421,Oceania,1.25
422,Oceania,1.2199999809265138
423,Oceania,1.1899999618530277
424,Oceania,1.1600000381469726
425,Oceania,1.1300000190734865
426,Oceania,1.1
427,Oceania,1.0600000381469727
428,Oceania,1.0199999809265137
429,Oceania,0.9699999809265136
430,Oceania,0.9199999809265136
431,Oceania,0.8699999809265138
432,Oceania,0.8199999809265137
433,Oceania,0.7699999809265137
434,Oceania,0.7300000190734863
435,Oceania,0.7000000000000001
436,Oceania,0.6800000190734864
437,Oceania,0.6599999904632569
438,Oceania,0.6400000095367432
439,Oceania,0.6300000190734864
440,Oceania,0.6199999809265138
441,Oceania,0.6099999904632569
442,Oceania,0.6000000000000001
443,Oceania,0.5900000095367431
444,Oceania,0.5800000190734863
445,Oceania,0.5699999809265137
446,Oceania,0.5599999904632569
447,Oceania,0.5400000095367432
448,Oceania,0.5199999809265137
449,Oceania,0.5
450,Oceania,0.4800000190734863
451,Oceania,0.45
452,Oceania,0.4300000190734863
453,Oceania,0.4099999904632568
454,Oceania,0.4
455,Oceania,0.3900000095367432
456,Oceania,0.3799999952316284
457,Oceania,0.3799999952316284
458,Oceania,0.3700000047683716
459,Oceania,0.3700000047683716
460,Oceania,0.3700000047683716
461,Europe,4.290000152587891
462,Europe,4.020000076293946
463,Europe,3.790000152587891
464,Europe,3.59000015258789
465,Europe,3.4200000762939453
466,Europe,3.2700000762939454
467,Europe,3.1500000000000004
468,Europe,3.0500000000000003
469,Europe,2.9700000762939456
470,Europe,2.9299999237060548
471,Europe,2.9000000000000004
472,Europe,2.870000076293945
473,Europe,2.8100000381469727
474,Europe,2.689999961853028
475,Europe,2.5200000762939454
476,Europe,2.3100000381469727
477,Europe,2.1
478,Europe,1.9399999618530277
479,Europe,1.8100000381469727
480,Europe,1.7100000381469729
481,Europe,1.6200000762939455
482,Europe,1.55
483,Europe,1.4800000190734863
484,Europe,1.4100000381469728
485,Europe,1.3300000190734864
486,Europe,1.2600000381469727
487,Europe,1.1899999618530277
488,Europe,1.1100000381469728
489,Europe,1.05
490,Europe,1.0
491,Europe,0.95
492,Europe,0.9100000381469728
493,Europe,0.8600000381469727
494,Europe,0.8
495,Europe,0.7400000095367432
496,Europe,0.6800000190734864
497,Europe,0.6300000190734864
498,Europe,0.6000000000000001
499,Europe,0.5800000190734863
500,Europe,0.5599999904632569
501,Europe,0.55
502,Europe,0.5400000095367432
503,Europe,0.5300000190734864
504,Europe,0.5199999809265137
505,Europe,0.5099999904632568
506,Europe,0.4900000095367431
507,Europe,0.4699999809265137
508,Europe,0.4599999904632568
509,Europe,0.45
510,Europe,0.45
511,Europe,0.4300000190734863
512,Europe,0.4199999809265137
513,Europe,0.4
514,Europe,0.3900000095367432
515,Europe,0.3799999952316284
516,Europe,0.3700000047683716
517,Europe,0.3599999904632568
518,Europe,0.3599999904632568
519,Europe,0.3599999904632568
520,Europe,0.3599999904632568
521,Europe,0.3599999904632568
522,Asia,10.95999984741211
523,Asia,10.70999984741211
524,Asia,10.45
525,Asia,10.20999984741211
526,Asia,9.990000152587893
527,Asia,9.80999984741211
528,Asia,9.65
529,Asia,9.55
530,Asia,9.5
531,Asia,9.51999969482422
532,Asia,9.55999984741211
533,Asia,9.56999969482422
534,Asia,9.51999969482422
535,Asia,9.390000152587891
536,Asia,9.169999694824218
537,Asia,8.84000015258789
538,Asia,8.44000015258789
539,Asia,7.95999984741211
540,Asia,7.440000152587891
541,Asia,6.930000305175781
542,Asia,6.430000305175781
543,Asia,5.970000076293946
544,Asia,5.55999984741211
545,Asia,5.190000152587891
546,Asia,4.8599998474121096
547,Asia,4.55
548,Asia,4.270000076293946
549,Asia,3.990000152587891
550,Asia,3.729999923706055
551,Asia,3.490000152587891
552,Asia,3.25
553,Asia,3.029999923706055
554,Asia,2.8200000762939457
555,Asia,2.629999923706055
556,Asia,2.45
557,Asia,2.279999923706055
558,Asia,2.15
559,Asia,2.039999961853028
560,Asia,1.9399999618530277
561,North America,2.939999961853028
562,North America,2.9899999618530275
563,North America,3.0500000000000003
564,North America,3.089999961853028
565,North America,3.129999923706055
566,North America,3.1500000000000004
567,North America,3.160000038146973
568,North America,3.1500000000000004
569,North America,3.120000076293945
570,North America,3.089999961853028
571,North America,3.039999961853028
572,North America,2.9899999618530275
573,North America,2.939999961853028
574,North America,2.9000000000000004
575,North America,2.870000076293945
576,North America,2.839999961853028
577,North America,2.8100000381469727
578,North America,2.779999923706055
579,North America,2.729999923706055
580,North America,2.660000038146973
581,North America,2.5600000381469727
582,North America,2.4600000381469727
583,North America,2.35
584,North America,2.2399999618530275
585,North America,2.129999923706055
586,North America,2.029999923706055
587,North America,1.9399999618530277
588,North America,1.85
589,North America,1.7700000762939454
590,North America,1.7000000000000002
591,North America,1.65
592,North America,1.6299999237060547
593,North America,1.6299999237060547
594,North America,1.6399999618530274
595,North America,1.65
596,North America,1.670000076293945
597,North America,1.6799999237060548
598,North America,1.6799999237060548
599,North America,1.670000076293945
600,North America,1.65
601,North America,1.6200000762939455
602,North America,1.5899999618530274
603,North America,1.5600000381469727
604,North America,1.5199999809265137
605,North America,1.4899999618530275
606,North America,1.4600000381469729
607,North America,1.4300000190734865
608,North America,1.4
609,North America,1.3699999809265138
610,North America,1.3300000190734864
611,North America,1.3
612,North America,2.2399999618530275
613,North America,1.2300000190734863
614,Asia,19.78999938964844
615,Asia,18.11999969482422
616,Asia,16.560000610351562
617,Asia,15.110000610351562
618,Asia,13.76999969482422
619,Asia,12.540000152587892
620,Asia,11.4
621,Asia,10.330000305175782
622,Asia,9.35
623,Asia,8.450000000000001
624,Asia,7.630000305175781
625,Asia,6.890000152587891
626,Asia,6.229999923706055
627,Asia,5.65
628,Asia,5.15
629,Asia,4.7
630,Asia,4.320000076293946
631,Asia,3.990000152587891
632,Asia,3.7
633,Asia,3.4400001525878907
634,Asia,3.2200000762939456
635,Asia,3.029999923706055
636,Asia,2.870000076293945
637,Asia,2.729999923706055
638,Asia,2.610000038146973
639,Asia,2.5
640,Asia,2.4200000762939453
641,Asia,2.370000076293945
642,Asia,2.339999961853028
643,Asia,2.320000076293945
644,Asia,2.3000000000000003
645,Asia,2.2700000762939454
646,Asia,2.2100000381469727
647,Asia,2.110000038146973
648,Asia,1.9700000762939451
649,Asia,1.8100000381469727
650,Asia,1.6600000381469728
651,Asia,1.5199999809265137
652,Asia,1.4
653,Asia,1.3100000381469727
654,Asia,1.25
655,Asia,1.2000000000000002
656,Asia,1.1600000381469726
657,Asia,1.1300000190734865
658,Asia,1.1
659,Asia,1.0600000381469727
660,Asia,1.0199999809265137
661,Asia,0.9800000190734864
662,Asia,0.9300000190734864
663,Asia,0.8899999618530274
664,Asia,0.8500000000000001
665,Asia,0.8199999809265137
666,Asia,0.8
667,Asia,0.7800000190734864
668,Asia,0.7699999809265137
669,Asia,0.7599999904632568
670,Asia,0.75
671,Asia,0.7300000190734863
672,Asia,0.7099999904632569
673,Asia,0.7000000000000001
674,Asia,0.6800000190734864
675,Asia,26.260000610351565
676,Asia,25.620001220703127
677,Asia,25.03999938964844
678,Asia,24.510000610351565
679,Asia,24.05
680,Asia,23.65
681,Asia,23.35
682,Asia,23.130000305175784
683,Asia,22.96999969482422
684,Asia,22.86999969482422
685,Asia,27.37999877929688
686,Asia,37.12999877929688
687,Asia,22.76999969482422
688,Asia,22.710000610351564
689,Asia,22.58999938964844
690,Asia,22.41999969482422
691,Asia,22.18000030517578
692,Asia,21.86000061035156
693,Asia,21.48999938964844
694,Asia,21.05
695,Asia,20.56999969482422
696,Asia,20.06999969482422
697,Asia,19.530000305175783
698,Asia,18.96999969482422
699,Asia,18.38999938964844
700,Asia,17.780000305175783
701,Asia,17.150000000000002
702,Asia,16.510000610351565
703,Asia,15.86999969482422
704,Asia,15.23999938964844
705,Asia,14.610000610351562
706,Asia,13.980000305175782
707,Asia,13.35
708,Asia,12.71999969482422
709,Asia,12.09000015258789
710,Asia,11.46999969482422
711,Asia,10.85999984741211
712,Asia,10.25999984741211
713,Asia,9.68000030517578
714,Asia,9.130000305175782
715,Asia,8.6
716,Asia,8.10999984741211
717,Asia,7.65
718,Asia,7.230000305175782
719,Asia,6.830000305175782
720,Asia,6.45999984741211
721,Asia,6.1000000000000005
722,Asia,5.779999923706055
723,Asia,5.470000076293946
724,Asia,5.179999923706055
725,Asia,4.909999847412109
726,Asia,4.670000076293945
727,Asia,4.440000152587891
728,Asia,4.220000076293945
729,Asia,4.00999984741211
730,Asia,3.8099998474121097
731,Asia,3.6099998474121096
732,Asia,3.4200000762939453
733,Asia,3.240000152587891
734,Asia,3.0700000762939457
735,Asia,2.910000038146973
736,North America,8.450000000000001
737,North America,7.840000152587891
738,North America,7.319999694824219
739,North America,6.86999969482422
740,North America,6.469999694824219
741,North America,6.1099998474121096
742,North America,5.800000000000001
743,North America,5.529999923706055
744,North America,5.279999923706055
745,North America,5.029999923706055
746,North America,4.790000152587891
747,North America,4.55
748,North America,4.30999984741211
749,North America,4.079999923706055
750,North America,3.8599998474121096
751,North America,3.640000152587891
752,North America,3.4299999237060548
753,North America,3.229999923706055
754,North America,3.039999961853028
755,North America,2.860000038146973
756,North America,2.689999961853028
757,North America,2.5500000000000003
758,North America,2.439999961853028
759,North America,2.339999961853028
760,North America,2.260000038146973
761,North America,2.1899999618530277
762,North America,2.120000076293945
763,North America,2.039999961853028
764,North America,1.9700000762939451
765,North America,1.8899999618530277
766,North America,1.8100000381469727
767,North America,1.7399999618530275
768,North America,1.6600000381469728
769,North America,1.6
770,North America,1.55
771,North America,1.5199999809265137
772,North America,1.4899999618530275
773,North America,1.4800000190734863
774,North America,1.4800000190734863
775,North America,1.4899999618530275
776,North America,1.5100000381469727
777,North America,1.5300000190734864
778,North America,1.55
779,North America,1.5699999809265135
780,North America,1.5699999809265135
781,North America,1.5699999809265135
782,North America,1.5600000381469727
783,North America,1.5399999618530271
784,North America,1.5300000190734864
785,North America,1.5100000381469727
786,North America,1.5
787,North America,1.4800000190734863
788,North America,1.4699999809265138
789,North America,1.4600000381469729
790,North America,1.4300000190734865
791,North America,1.4
792,North America,1.3699999809265138
793,North America,1.3399999618530274
794,North America,1.3
795,North America,1.2600000381469727
796,North America,1.2199999809265138
797,Europe,2.1
798,Europe,2.0200000762939454
799,Europe,1.9399999618530277
800,Europe,1.8700000762939453
801,Europe,1.8100000381469727
802,Europe,1.7600000381469727
803,Europe,1.7000000000000002
804,Europe,1.6399999618530274
805,Europe,1.5899999618530274
806,Europe,1.55
807,Europe,1.5199999809265137
808,Europe,1.5199999809265137
809,Europe,1.5300000190734864
810,Europe,1.55
811,Europe,1.5699999809265135
812,Europe,1.5699999809265135
813,Europe,1.55
814,Europe,1.5100000381469727
815,Europe,1.4500000000000002
816,Europe,1.3699999809265138
817,Europe,1.2699999809265137
818,Europe,1.1800000190734865
819,Europe,1.0899999618530274
820,Europe,1.0100000381469727
821,Europe,0.9399999618530274
822,Europe,0.8699999809265138
823,Europe,0.8
824,Europe,0.7300000190734863
825,Europe,0.6599999904632569
826,Europe,0.6099999904632569
827,Europe,0.5599999904632569
828,Europe,0.5199999809265137
829,Europe,0.4900000095367431
830,Europe,0.4599999904632568
831,Europe,0.4300000190734863
832,Europe,0.4099999904632568
833,Europe,0.3900000095367432
834,Europe,0.3599999904632568
835,Europe,0.3400000095367432
836,Europe,0.3099999904632569
837,Europe,0.2900000095367431
838,Europe,3.379999923706055
839,Europe,3.240000152587891
840,Europe,3.120000076293945
841,Europe,3.0
842,Europe,2.8899999618530274
843,Europe,2.789999961853028
844,Europe,2.7
845,Europe,2.620000076293945
846,Europe,2.5500000000000003
847,Europe,2.479999923706055
848,Europe,2.4000000000000004
849,Europe,2.3100000381469727
850,Europe,2.2
851,Europe,2.0799999237060547
852,Europe,1.9600000381469729
853,Europe,1.85
854,Europe,1.75
855,Europe,1.670000076293945
856,Europe,1.5899999618530274
857,Europe,1.5199999809265137
858,Europe,1.4600000381469729
859,Europe,1.3899999618530274
860,Europe,1.3300000190734864
861,Europe,1.2699999809265137
862,Europe,1.2199999809265138
863,Europe,1.1699999809265138
864,Europe,1.1399999618530274
865,Europe,1.1
866,Europe,1.0699999809265135
867,Europe,1.0300000190734864
868,Europe,1.0
869,Europe,0.9699999809265136
870,Europe,0.9300000190734864
871,Europe,0.8800000190734864
872,Europe,0.8199999809265137
873,Europe,0.7599999904632568
874,Europe,0.7099999904632569
875,Europe,0.6599999904632569
876,Europe,0.6300000190734864
877,Europe,0.6000000000000001
878,Europe,0.5800000190734863
879,Europe,0.5599999904632569
880,Europe,0.5400000095367432
881,Europe,0.5199999809265137
882,Europe,0.5099999904632568
883,Europe,0.4900000095367431
884,Europe,0.4800000190734863
885,Europe,0.4699999809265137
886,Europe,0.4599999904632568
887,Europe,0.45
888,Europe,0.4400000095367432
889,Europe,0.4400000095367432
890,Europe,0.4300000190734863
891,Europe,0.4199999809265137
892,Europe,0.4099999904632568
893,Europe,0.4099999904632568
894,Europe,0.4099999904632568
895,Europe,0.4099999904632568
896,Europe,0.4199999809265137
897,Europe,0.4199999809265137
898,Europe,0.4199999809265137
899,North America,11.1
900,North America,10.640000152587891
901,North America,10.16999969482422
902,North America,9.740000152587893
903,North America,9.31999969482422
904,North America,8.930000305175781
905,North America,8.55999984741211
906,North America,8.219999694824219
907,North America,7.890000152587891
908,North America,7.580000305175782
909,North America,7.290000152587891
910,North America,7.00999984741211
911,North America,6.740000152587891
912,North America,6.469999694824219
913,North America,6.20999984741211
914,North America,5.95
915,North America,5.690000152587891
916,North America,5.429999923706055
917,North America,5.159999847412109
918,North America,4.890000152587891
919,North America,4.6200000762939455
920,North America,4.3500000000000005
921,North America,4.090000152587891
922,North America,3.84000015258789
923,North America,3.6
924,North America,3.390000152587891
925,North America,3.2
926,North America,3.039999961853028
927,North America,2.8899999618530274
928,North America,2.760000038146973
929,North America,2.6399999618530274
930,North America,2.539999961853028
931,North America,2.439999961853028
932,North America,2.360000038146973
933,North America,2.279999923706055
934,North America,2.2200000762939456
935,North America,2.1700000762939453
936,North America,2.129999923706055
937,North America,2.089999961853028
938,North America,2.0600000381469727
939,North America,2.029999923706055
940,North America,1.9899999618530275
941,North America,1.9399999618530277
942,North America,1.8899999618530277
943,North America,1.829999923706055
944,North America,1.7700000762939454
945,North America,1.6899999618530277
946,North America,1.6100000381469728
947,North America,1.5300000190734864
948,North America,1.4500000000000002
949,North America,1.3699999809265138
950,North America,1.2899999618530271
951,North America,1.2300000190734863
952,North America,1.1699999809265138
953,Africa,30.98999938964844
954,Africa,30.48999938964844
955,Africa,29.97999877929688
956,Africa,29.470001220703125
957,Africa,28.960000610351564
958,Africa,28.420001220703128
959,Africa,27.920001220703128
960,Africa,27.42999877929688
961,Africa,26.970001220703125
962,Africa,26.510000610351565
963,Africa,26.05
964,Africa,25.61000061035156
965,Africa,25.13999938964844
966,Africa,24.660000610351563
967,Africa,24.16999969482422
968,Africa,23.66999969482422
969,Africa,23.160000610351563
970,Africa,22.65
971,Africa,22.16999969482422
972,Africa,21.710000610351564
973,Africa,21.26999969482422
974,Africa,20.85
975,Africa,20.450000000000003
976,Africa,20.05
977,Africa,19.66999969482422
978,Africa,19.280000305175783
979,Africa,18.88999938964844
980,Africa,18.5
981,Africa,18.1
982,Africa,17.689999389648438
983,Africa,17.28999938964844
984,Africa,16.889999389648438
985,Africa,16.480000305175782
986,Africa,16.089999389648437
987,Africa,15.710000610351564
988,Africa,15.33999938964844
989,Africa,15.0
990,Africa,14.660000610351563
991,Africa,14.33999938964844
992,Africa,14.010000610351565
993,Africa,13.68000030517578
994,Africa,13.36999969482422
995,Africa,13.05
996,Africa,12.740000152587893
997,Africa,12.440000152587892
998,Africa,12.15
999,Africa,11.880000305175782
1000,Africa,11.61999969482422
1001,Africa,11.36999969482422
1002,Africa,11.130000305175782
1003,Africa,10.9
1004,Africa,10.66999969482422
1005,Africa,10.440000152587892
1006,Africa,10.20999984741211
1007,Africa,9.980000305175782
1008,Africa,9.75999984741211
1009,Africa,9.540000152587892
1010,Africa,9.31999969482422
1011,Africa,9.09000015258789
1012,Africa,8.84000015258789
1013,Africa,8.59000015258789
1014,Asia,29.32999877929688
1015,Asia,28.420001220703128
1016,Asia,27.53999938964844
1017,Asia,26.700000000000003
1018,Asia,25.810000610351565
1019,Asia,24.96999969482422
1020,Asia,24.15
1021,Asia,23.33999938964844
1022,Asia,22.56999969482422
